text,target,TOKENIZATION,STOP_REMOVAL,tweet_normalized,tweet_tokens_stemmed,liststring
gw harus mute kata ape lagi sik biar kasusnya Ferdi Sambo sm Raven gak muncul di tl gw,negatif,"['gw', 'harus', 'mute', 'kata', 'ape', 'lagi', 'sik', 'biar', 'kasusnya', 'ferdi', 'sambo', 'sm', 'raven', 'gak', 'muncul', 'di', 'tl', 'gw']","['mute', 'ape', 'sik', 'biar', 'kasusnya', 'ferdi', 'sm', 'raven', 'gak', 'muncul', 'tl']","['mute', 'ape', 'sik', 'biar', 'kasusnya', 'ferdi', 'sm', 'raven', 'gak', 'muncul', 'tl']","['mute', 'ape', 'sik', 'biar', 'kasus', 'ferdi', 'sm', 'raven', 'gak', 'muncul', 'tl']",mute ape sik biar kasus ferdi sm raven gak muncul tl
halah si febri sambo ki mesti mbacot terus soal fase kegelapan atau fase kebohongan ra rampung rampung dodolan'e wes basi,negatif,"['halah', 'si', 'febri', 'sambo', 'ki', 'mesti', 'mbacot', 'terus', 'soal', 'fase', 'kegelapan', 'atau', 'fase', 'kebohongan', 'ra', 'rampung', 'rampung', 'dodolan', 'e', 'wes', 'basi']","['halah', 'ki', 'mesti', 'mbacot', 'fase', 'kegelapan', 'fase', 'kebohongan', 'ra', 'rampung', 'rampung', 'dodolan', 'wes', 'basi']","['halah', 'ki', 'mesti', 'mbacot', 'fase', 'kegelapan', 'fase', 'kebohongan', 'ra', 'rampung', 'rampung', 'dodolan', 'wes', 'basi']","['halah', 'ki', 'mesti', 'mbacot', 'fase', 'gelap', 'fase', 'bohong', 'ra', 'rampung', 'rampung', 'dodol', 'wes', 'basi']",halah ki mesti mbacot fase gelap fase bohong ra rampung rampung dodol wes basi
Drama nenek putri dan eyang sambo dari awal juga udah pada bohong bikin skenario palsu kenapa juga keterangan mereka masih dipercaya,negatif,"['drama', 'nenek', 'putri', 'dan', 'eyang', 'sambo', 'dari', 'awal', 'juga', 'udah', 'pada', 'bohong', 'bikin', 'skenario', 'palsu', 'kenapa', 'juga', 'keterangan', 'mereka', 'masih', 'dipercaya']","['drama', 'nenek', 'eyang', 'udah', 'bohong', 'bikin', 'skenario', 'palsu', 'keterangan', 'dipercaya']","['drama', 'nenek', 'eyang', 'udah', 'bohong', 'bikin', 'skenario', 'palsu', 'keterangan', 'dipercaya']","['drama', 'nenek', 'eyang', 'udah', 'bohong', 'bikin', 'skenario', 'palsu', 'terang', 'percaya']",drama nenek eyang udah bohong bikin skenario palsu terang percaya
Jenderal sambo bohong segitu doang kwalitas jendral bintang dua patut hukum mati,negatif,"['jenderal', 'sambo', 'bohong', 'segitu', 'doang', 'kwalitas', 'jendral', 'bintang', 'dua', 'patut', 'hukum', 'mati']","['jenderal', 'bohong', 'segitu', 'doang', 'kwalitas', 'jendral', 'bintang', 'patut', 'hukum', 'mati']","['jenderal', 'bohong', 'segitu', 'doang', 'kwalitas', 'jendral', 'bintang', 'patut', 'hukum', 'mati']","['jenderal', 'bohong', 'segitu', 'doang', 'kwalitas', 'jendral', 'bintang', 'patut', 'hukum', 'mati']",jenderal bohong segitu doang kwalitas jendral bintang patut hukum mati
"Bayangin jadi sambo si Dia cuma berusaha jadi laki laki yang baik Percaya penuh istri Dia rela lakukan dan pertaruhkan segala hal demi menjaga istri dan keluarga Plot twist yang brengsek istrinya Adam dihukum ke bumi jg gara gara percaya kata hawa Wkw
 Wanita membunuhmu",negatif,"['bayangin', 'jadi', 'sambo', 'si', 'dia', 'cuma', 'berusaha', 'jadi', 'laki', 'laki', 'yang', 'baik', 'percaya', 'penuh', 'istri', 'dia', 'rela', 'lakukan', 'dan', 'pertaruhkan', 'segala', 'hal', 'demi', 'menjaga', 'istri', 'dan', 'keluarga', 'plot', 'twist', 'yang', 'brengsek', 'istrinya', 'adam', 'dihukum', 'ke', 'bumi', 'jg', 'gara', 'gara', 'percaya', 'kata', 'hawa', 'wkw', 'wanita', 'membunuhmu']","['bayangin', 'berusaha', 'laki', 'laki', 'percaya', 'penuh', 'rela', 'lakukan', 'pertaruhkan', 'menjaga', 'keluarga', 'plot', 'twist', 'brengsek', 'istrinya', 'adam', 'dihukum', 'bumi', 'gara', 'gara', 'percaya', 'hawa', 'wkw', 'wanita', 'membunuhmu']","['bayangin', 'berusaha', 'laki', 'laki', 'percaya', 'penuh', 'rela', 'lakukan', 'pertaruhkan', 'menjaga', 'keluarga', 'plot', 'twist', 'brengsek', 'istrinya', 'adam', 'dihukum', 'bumi', 'gara', 'gara', 'percaya', 'hawa', 'wkw', 'wanita', 'membunuhmu']","['bayangin', 'usaha', 'laki', 'laki', 'percaya', 'penuh', 'rela', 'laku', 'taruh', 'jaga', 'keluarga', 'plot', 'twist', 'brengsek', 'istri', 'adam', 'hukum', 'bumi', 'gara', 'gara', 'percaya', 'hawa', 'wkw', 'wanita', 'bunuh']",bayangin usaha laki laki percaya penuh rela laku taruh jaga keluarga plot twist brengsek istri adam hukum bumi gara gara percaya hawa wkw wanita bunuh
Atasan model apa kau ini Sambo kau yg atur semuanya kau pula yg lari dr tanggung jawab,negatif,"['atasan', 'model', 'apa', 'kau', 'ini', 'sambo', 'kau', 'yg', 'atur', 'semuanya', 'kau', 'pula', 'yg', 'lari', 'dr', 'tanggung', 'jawab']","['atasan', 'model', 'atur', 'lari', 'dr', 'tanggung']","['atasan', 'model', 'atur', 'lari', 'dr', 'tanggung']","['atas', 'model', 'atur', 'lari', 'dr', 'tanggung']",atas model atur lari dr tanggung
Ngeri Pengakuan Ferdy Sambo Yosua Masuk Kamar Mengancam Lalu Perkosa Istri Saya,negatif,"['ngeri', 'pengakuan', 'ferdy', 'sambo', 'yosua', 'masuk', 'kamar', 'mengancam', 'lalu', 'perkosa', 'istri', 'saya']","['ngeri', 'pengakuan', 'masuk', 'kamar', 'mengancam', 'perkosa']","['ngeri', 'pengakuan', 'masuk', 'kamar', 'mengancam', 'perkosa']","['ngeri', 'aku', 'masuk', 'kamar', 'ancam', 'perkosa']",ngeri aku masuk kamar ancam perkosa
Efek domino sang pemimpin nakal,negatif,"['efek', 'domino', 'sang', 'pemimpin', 'nakal']","['efek', 'domino', 'sang', 'pemimpin', 'nakal']","['efek', 'domino', 'sang', 'pemimpin', 'nakal']","['efek', 'domino', 'sang', 'pimpin', 'nakal']",efek domino sang pimpin nakal
Ragukan Kesaksian Sambo Hakim Tadi Ceritanya Gak Masuk Akal,negatif,"['ragukan', 'kesaksian', 'sambo', 'hakim', 'tadi', 'ceritanya', 'gak', 'masuk', 'akal']","['ragukan', 'kesaksian', 'ceritanya', 'gak', 'masuk', 'akal']","['ragukan', 'kesaksian', 'ceritanya', 'gak', 'masuk', 'akal']","['ragu', 'saksi', 'cerita', 'gak', 'masuk', 'akal']",ragu saksi cerita gak masuk akal
Ketua Majelis Hakim Wahyu Iman Santosa memarahi Ricky Rizal Wibowo alias Bripka RR karena dituduh berbohong menutupnutupi fakta Selengkapnya Salam INTEGRITAS,negatif,"['ketua', 'majelis', 'hakim', 'wahyu', 'iman', 'santosa', 'memarahi', 'ricky', 'rizal', 'wibowo', 'alias', 'bripka', 'rr', 'karena', 'dituduh', 'berbohong', 'menutupnutupi', 'fakta', 'selengkapnya', 'salam', 'integritas']","['ketua', 'majelis', 'wahyu', 'iman', 'santosa', 'memarahi', 'ricky', 'rizal', 'wibowo', 'alias', 'bripka', 'rr', 'dituduh', 'berbohong', 'menutupnutupi', 'fakta', 'selengkapnya', 'salam', 'integritas']","['ketua', 'majelis', 'wahyu', 'iman', 'santosa', 'memarahi', 'ricky', 'rizal', 'wibowo', 'alias', 'bripka', 'rr', 'dituduh', 'berbohong', 'menutupnutupi', 'fakta', 'selengkapnya', 'salam', 'integritas']","['ketua', 'majelis', 'wahyu', 'iman', 'santosa', 'parah', 'ricky', 'rizal', 'wibowo', 'alias', 'bripka', 'rr', 'tuduh', 'bohong', 'menutupnutupi', 'fakta', 'lengkap', 'salam', 'integritas']",ketua majelis wahyu iman santosa parah ricky rizal wibowo alias bripka rr tuduh bohong menutupnutupi fakta lengkap salam integritas
"Tentu saja seperti Sambo group
Spt kematian anggota FPI bunuh aparat alasan tidak jelas",negatif,"['tentu', 'saja', 'seperti', 'sambo', 'group', 'spt', 'kematian', 'anggota', 'fpi', 'bunuh', 'aparat', 'alasan', 'tidak', 'jelas']","['group', 'spt', 'kematian', 'anggota', 'fpi', 'bunuh', 'aparat', 'alasan']","['group', 'spt', 'kematian', 'anggota', 'fpi', 'bunuh', 'aparat', 'alasan']","['group', 'spt', 'mati', 'anggota', 'fpi', 'bunuh', 'aparat', 'alas']",group spt mati anggota fpi bunuh aparat alas
Ngarang aja kan kalian pandaiatau lrpasin sambootak skenario jahat,negatif,"['ngarang', 'aja', 'kan', 'kalian', 'pandaiatau', 'lrpasin', 'sambootak', 'skenario', 'jahat']","['ngarang', 'pandaiatau', 'lrpasin', 'sambootak', 'skenario', 'jahat']","['ngarang', 'pandaiatau', 'lrpasin', 'sambootak', 'skenario', 'jahat']","['ngarang', 'pandaiatau', 'lrpasin', 'sambootak', 'skenario', 'jahat']",ngarang pandaiatau lrpasin sambootak skenario jahat
Ngeliat persidangan Sambo bikin emosi ya aku jadi hakimnya uda gapake lama aku tonjokin smw boong kupukul palanya pake palu sidang tu keterangannya gajelas bikin makin ruwet,negatif,"['ngeliat', 'persidangan', 'sambo', 'bikin', 'emosi', 'ya', 'aku', 'jadi', 'hakimnya', 'uda', 'gapake', 'lama', 'aku', 'tonjokin', 'smw', 'boong', 'kupukul', 'palanya', 'pake', 'palu', 'sidang', 'tu', 'keterangannya', 'gajelas', 'bikin', 'makin', 'ruwet']","['ngeliat', 'persidangan', 'bikin', 'emosi', 'hakimnya', 'uda', 'gapake', 'tonjokin', 'smw', 'boong', 'kupukul', 'palanya', 'pake', 'palu', 'sidang', 'tu', 'keterangannya', 'gajelas', 'bikin', 'ruwet']","['ngeliat', 'persidangan', 'bikin', 'emosi', 'hakimnya', 'uda', 'gapake', 'tonjokin', 'smw', 'boong', 'kupukul', 'palanya', 'pake', 'palu', 'sidang', 'tu', 'keterangannya', 'gajelas', 'bikin', 'ruwet']","['ngeliat', 'sidang', 'bikin', 'emosi', 'hakim', 'uda', 'gapake', 'tonjokin', 'smw', 'boong', 'pukul', 'pala', 'pake', 'palu', 'sidang', 'tu', 'terang', 'gajelas', 'bikin', 'ruwet']",ngeliat sidang bikin emosi hakim uda gapake tonjokin smw boong pukul pala pake palu sidang tu terang gajelas bikin ruwet
Msh percaya Sambo laknat,negatif,"['msh', 'percaya', 'sambo', 'laknat']","['msh', 'percaya', 'laknat']","['msh', 'percaya', 'laknat']","['msh', 'percaya', 'laknat']",msh percaya laknat
Sambo bantai anak buahnya namanya apa,negatif,"['sambo', 'bantai', 'anak', 'buahnya', 'namanya', 'apa']","['bantai', 'anak', 'buahnya', 'namanya']","['bantai', 'anak', 'buahnya', 'namanya']","['bantai', 'anak', 'buah', 'nama']",bantai anak buah nama
Hukum mati Sambo,negatif,"['hukum', 'mati', 'sambo']","['hukum', 'mati']","['hukum', 'mati']","['hukum', 'mati']",hukum mati
tapi ngmg ngmg beban pikiranku udh ilang kan mengapa tb tb kepikiran kasus sambo deh,positif,"['tapi', 'ngmg', 'ngmg', 'beban', 'pikiranku', 'udh', 'ilang', 'kan', 'mengapa', 'tb', 'tb', 'kepikiran', 'kasus', 'sambo', 'deh']","['ngmg', 'ngmg', 'beban', 'pikiranku', 'ilang', 'tb', 'tb', 'kepikiran', 'deh']","['ngmg', 'ngmg', 'beban', 'pikiranku', 'ilang', 'tb', 'tb', 'kepikiran', 'deh']","['ngmg', 'ngmg', 'beban', 'pikir', 'ilang', 'tb', 'tb', 'pikir', 'deh']",ngmg ngmg beban pikir ilang tb tb pikir deh
Makin makin gila orang Tiap ngikutin beritanya cm geleng denger ngelesnya pc sambo Sinting kali lah,negatif,"['makin', 'makin', 'gila', 'orang', 'tiap', 'ngikutin', 'beritanya', 'cm', 'geleng', 'denger', 'ngelesnya', 'pc', 'sambo', 'sinting', 'kali', 'lah']","['gila', 'orang', 'ngikutin', 'beritanya', 'cm', 'geleng', 'denger', 'ngelesnya', 'pc', 'sinting']","['gila', 'orang', 'ngikutin', 'beritanya', 'cm', 'geleng', 'denger', 'ngelesnya', 'pc', 'sinting']","['gila', 'orang', 'ngikutin', 'berita', 'cm', 'geleng', 'denger', 'ngelesnya', 'pc', 'sinting']",gila orang ngikutin berita cm geleng denger ngelesnya pc sinting
Giliran scene Elsa surya Sarah lancar jaya kaya jalan tol Scene receh pembantu satpam lancar Lucu sih udh Kya kasus cctv rumah Sambo katanya kedampar petir,positif,"['giliran', 'scene', 'elsa', 'surya', 'sarah', 'lancar', 'jaya', 'kaya', 'jalan', 'tol', 'scene', 'receh', 'pembantu', 'satpam', 'lancar', 'lucu', 'sih', 'udh', 'kya', 'kasus', 'cctv', 'rumah', 'sambo', 'katanya', 'kedampar', 'petir']","['giliran', 'scene', 'elsa', 'surya', 'sarah', 'lancar', 'jaya', 'kaya', 'jalan', 'tol', 'scene', 'receh', 'pembantu', 'satpam', 'lancar', 'lucu', 'sih', 'kya', 'cctv', 'rumah', 'kedampar', 'petir']","['giliran', 'scene', 'elsa', 'surya', 'sarah', 'lancar', 'jaya', 'kaya', 'jalan', 'tol', 'scene', 'receh', 'pembantu', 'satpam', 'lancar', 'lucu', 'sih', 'kya', 'cctv', 'rumah', 'kedampar', 'petir']","['gilir', 'scene', 'elsa', 'surya', 'sarah', 'lancar', 'jaya', 'kaya', 'jalan', 'tol', 'scene', 'receh', 'bantu', 'satpam', 'lancar', 'lucu', 'sih', 'kya', 'cctv', 'rumah', 'dampar', 'petir']",gilir scene elsa surya sarah lancar jaya kaya jalan tol scene receh bantu satpam lancar lucu sih kya cctv rumah dampar petir
Tapi jelas smua skenario diatur sambo biar dia dah hengkang dr jabatan dia punya UANG dia punya buku hitam org atas gosah pd baper ngikutin sidang mreka ya,positif,"['tapi', 'jelas', 'smua', 'skenario', 'diatur', 'sambo', 'biar', 'dia', 'dah', 'hengkang', 'dr', 'jabatan', 'dia', 'punya', 'uang', 'dia', 'punya', 'buku', 'hitam', 'org', 'atas', 'gosah', 'pd', 'baper', 'ngikutin', 'sidang', 'mreka', 'ya']","['smua', 'skenario', 'diatur', 'biar', 'dah', 'hengkang', 'dr', 'jabatan', 'uang', 'buku', 'hitam', 'org', 'gosah', 'pd', 'baper', 'ngikutin', 'sidang', 'mreka']","['smua', 'skenario', 'diatur', 'biar', 'dah', 'hengkang', 'dr', 'jabatan', 'uang', 'buku', 'hitam', 'org', 'gosah', 'pd', 'baper', 'ngikutin', 'sidang', 'mreka']","['smua', 'skenario', 'atur', 'biar', 'dah', 'hengkang', 'dr', 'jabat', 'uang', 'buku', 'hitam', 'org', 'gosah', 'pd', 'baper', 'ngikutin', 'sidang', 'mreka']",smua skenario atur biar dah hengkang dr jabat uang buku hitam org gosah pd baper ngikutin sidang mreka
lebih baik kasus sambo,positif,"['lebih', 'baik', 'kasus', 'sambo']",['rumit'],['baik'],['baik'],baik
JIR SAMBO DH BALIK,negatif,"['jir', 'sambo', 'dh', 'balik']","['jir', 'dh']","['jir', 'dh']","['jir', 'dh']",jir dh
NGAK bisa usut SAMBO dulu SUMBER WARAS ngak bisa lah apa digaji Rakyat,positif,"['ngak', 'bisa', 'usut', 'sambo', 'dulu', 'sumber', 'waras', 'ngak', 'bisa', 'lah', 'apa', 'digaji', 'rakyat']","['ngak', 'usut', 'sumber', 'waras', 'ngak', 'digaji', 'rakyat']","['ngak', 'usut', 'sumber', 'waras', 'ngak', 'digaji', 'rakyat']","['ngak', 'usut', 'sumber', 'waras', 'ngak', 'gaji', 'rakyat']",ngak usut sumber waras ngak gaji rakyat
Ko baik siapa nya sambo,positif,"['ko','baik', 'siapa', 'nya',baik', 'sambo']","['ko', 'baik']","['ko', 'baik']","['ko', 'baik']",ko baik
Kalau fredy sambo gak hukum mati sama aja hukum indonesia cacat total fs ama istrinya hukum mati semua orang bantu dia hilangkan bukti hukum se umur hidup sebab mereka panutan rakyat contoh buat rakyat hukum mati fs,negatif,"['kalau', 'fredy', 'sambo', 'gak', 'hukum', 'mati', 'sama', 'aja', 'hukum', 'indonesia', 'cacat', 'total', 'fs', 'ama', 'istrinya', 'hukum', 'mati', 'semua', 'orang', 'bantu', 'dia', 'hilangkan', 'bukti', 'hukum', 'se', 'umur', 'hidup', 'sebab', 'mereka', 'panutan', 'rakyat', 'contoh', 'buat', 'rakyat', 'hukum', 'mati', 'fs']","['gak', 'hukum', 'mati', 'hukum', 'cacat', 'total', 'istrinya', 'hukum', 'mati', 'orang', 'bantu', 'hilangkan', 'bukti', 'hukum', 'umur', 'hidup', 'panutan', 'rakyat', 'contoh', 'rakyat', 'hukum', 'mati']","['gak', 'hukum', 'mati', 'hukum', 'cacat', 'total', 'istrinya', 'hukum', 'mati', 'orang', 'bantu', 'hilangkan', 'bukti', 'hukum', 'umur', 'hidup', 'panutan', 'rakyat', 'contoh', 'rakyat', 'hukum', 'mati']","['gak', 'hukum', 'mati', 'hukum', 'cacat', 'total', 'istri', 'hukum', 'mati', 'orang', 'bantu', 'hilang', 'bukti', 'hukum', 'umur', 'hidup', 'panutan', 'rakyat', 'contoh', 'rakyat', 'hukum', 'mati']",gak hukum mati hukum cacat total istri hukum mati orang bantu hilang bukti hukum umur hidup panutan rakyat contoh rakyat hukum mati
"GAK USAH REPOT REPOTMASALAHKU UDAH BANYAK
SAMBO PUN KALAH PUSINGNYA SAMA KU",negatif,"['gak', 'usah', 'repot', 'repotmasalahku', 'udah', 'banyak', 'sambo', 'pun', 'kalah', 'pusingnya', 'sama', 'ku']","['gak', 'repot', 'repotmasalahku', 'udah', 'kalah', 'pusingnya', 'ku']","['gak', 'repot', 'repotmasalahku', 'udah', 'kalah', 'pusingnya', 'ku']","['gak', 'repot', 'repotmasalahku', 'udah', 'kalah', 'pusing', 'ku']",gak repot repotmasalahku udah kalah pusing ku
comment paling ngakak berita sidang sambo wkwk,positif,"['comment', 'paling', 'ngakak', 'berita', 'sidang', 'sambo', 'wkwk']","['comment', 'ngakak', 'berita', 'sidang', 'wkwk']","['comment', 'ngakak', 'berita', 'sidang', 'wkwk']","['comment', 'ngakak', 'berita', 'sidang', 'wkwk']",comment ngakak berita sidang wkwk
Ya kali ga nonton dongeng Sambo jam,positif,"['ya', 'kali', 'ga', 'nonton', 'dongeng', 'sambo', 'jam']","['ga', 'nonton', 'dongeng', 'jam']","['ga', 'nonton', 'dongeng', 'jam']","['ga', 'nonton', 'dongeng', 'jam']",ga nonton dongeng jam
Seperti Sambo ajudannya,positif,"['seperti', 'sambo', 'ajudannya']",['ajudannya'],['ajudannya'],['ajudan'],ajudan
Ibu putri kagak pernah dipakai bang sambo diperkosa apa minta ditidurin,negatif,"['ibu', 'putri', 'kagak', 'pernah', 'dipakai', 'bang', 'sambo', 'diperkosa', 'apa', 'minta', 'ditidurin']","['kagak', 'dipakai', 'bang', 'diperkosa', 'ditidurin']","['kagak', 'dipakai', 'bang', 'diperkosa', 'ditidurin']","['kagak', 'pakai', 'bang', 'perkosa', 'ditidurin']",kagak pakai bang perkosa ditidurin
Klo Lemari senjata Sambo ada,positif,"['klo', 'lemari', 'senjata', 'sambo', 'ada']","['klo', 'lemari', 'senjata']","['klo', 'lemari', 'senjata']","['klo', 'lemari', 'senjata']",klo lemari senjata
Oh inget lagi Tata surya itu siapa bikin dibuatnya gimana Ibu kenapa tangan kuat ada apa dalamnya Tulang Tulang itu terbuat apa Sampe bikin degdegan tp lama pertanyaan wkwk tp lucu tp degdegan Ibu sambo itu apa,positif,"['oh', 'inget', 'lagi', 'tata', 'surya', 'itu', 'siapa', 'bikin', 'dibuatnya', 'gimana', 'ibu', 'kenapa', 'tangan', 'kuat', 'ada', 'apa', 'dalamnya', 'tulang', 'tulang', 'itu', 'terbuat', 'apa', 'sampe', 'bikin', 'degdegan', 'tp', 'lama', 'pertanyaan', 'wkwk', 'tp', 'lucu', 'tp', 'degdegan', 'ibu', 'sambo', 'itu', 'apa']","['oh', 'inget', 'tata', 'surya', 'bikin', 'gimana', 'tangan', 'kuat', 'dalamnya', 'tulang', 'tulang', 'terbuat', 'sampe', 'bikin', 'degdegan', 'tp', 'wkwk', 'tp', 'lucu', 'tp', 'degdegan']","['oh', 'inget', 'tata', 'surya', 'bikin', 'gimana', 'tangan', 'kuat', 'dalamnya', 'tulang', 'tulang', 'terbuat', 'sampe', 'bikin', 'degdegan', 'tp', 'wkwk', 'tp', 'lucu', 'tp', 'degdegan']","['oh', 'inget', 'tata', 'surya', 'bikin', 'gimana', 'tangan', 'kuat', 'dalam', 'tulang', 'tulang', 'buat', 'sampe', 'bikin', 'degdegan', 'tp', 'wkwk', 'tp', 'lucu', 'tp', 'degdegan']",oh inget tata surya bikin gimana tangan kuat dalam tulang tulang buat sampe bikin degdegan tp wkwk tp lucu tp degdegan
saking ngikutinnya mama kasus sambo sampe histori yutubnya sambo semua,positif,"['saking', 'ngikutinnya', 'mama', 'kasus', 'sambo', 'sampe', 'histori', 'yutubnya', 'sambo', 'semua']","['saking', 'ngikutinnya', 'mama', 'sampe', 'histori', 'yutubnya']","['saking', 'ngikutinnya', 'mama', 'sampe', 'histori', 'yutubnya']","['saking', 'ngikutinnya', 'mama', 'sampe', 'histori', 'yutubnya']",saking ngikutinnya mama sampe histori yutubnya
Motifnya Sambo cemburu sama brigadir Y Itu aja simple tp ga dibuka publik,negatif,"['motifnya', 'sambo', 'cemburu', 'sama', 'brigadir', 'y', 'itu', 'aja', 'simple', 'tp', 'ga', 'dibuka', 'publik']","['motifnya', 'cemburu', 'y', 'simple', 'tp', 'ga', 'dibuka', 'publik']","['motifnya', 'cemburu', 'y', 'simple', 'tp', 'ga', 'dibuka', 'publik']","['motif', 'cemburu', 'y', 'simple', 'tp', 'ga', 'buka', 'publik']",motif cemburu y simple tp ga buka publik
"Lu ngomong apa sih
Jadi menurut lo sambo bunuh josua tanpa alasan gutu Yaaa kalii",negatif,"['lu', 'ngomong', 'apa', 'sih', 'jadi', 'menurut', 'lo', 'sambo', 'bunuh', 'josua', 'tanpa', 'alasan', 'gutu', 'yaaa', 'kalii']","['ngomong', 'sih', 'bunuh', 'josua', 'alasan', 'gutu', 'yaaa', 'kalii']","['ngomong', 'sih', 'bunuh', 'josua', 'alasan', 'gutu', 'yaaa', 'kalii']","['ngomong', 'sih', 'bunuh', 'josua', 'alas', 'gutu', 'yaaa', 'kali']",ngomong sih bunuh josua alas gutu yaaa kali
HAHAHHAHA BOKAP ADA ADA AJA LAGI NONTON SIDANG KASUS SAMBO TETIBA KOMEN Aya aya wae si Wati mah ngomongna WKWKWKKW WATI SAHA WATI TERNYATA PUTRI CENDRAWATI AJIKK,positif,"['hahahhaha', 'bokap', 'ada', 'ada', 'aja', 'lagi', 'nonton', 'sidang', 'kasus', 'sambo', 'tetiba', 'komen', 'aya', 'aya', 'wae', 'si', 'wati', 'mah', 'ngomongna', 'wkwkwkkw', 'wati', 'saha', 'wati', 'ternyata', 'putri', 'cendrawati', 'ajikk']","['hahahhaha', 'bokap', 'nonton', 'sidang', 'tetiba', 'komen', 'aya', 'aya', 'wae', 'wati', 'mah', 'ngomongna', 'wkwkwkkw', 'wati', 'saha', 'wati', 'cendrawati', 'ajikk']","['hahahhaha', 'bokap', 'nonton', 'sidang', 'tetiba', 'komen', 'aya', 'aya', 'wae', 'wati', 'mah', 'ngomongna', 'wkwkwkkw', 'wati', 'saha', 'wati', 'cendrawati', 'ajikk']","['hahahhaha', 'bokap', 'nonton', 'sidang', 'tetiba', 'komen', 'aya', 'aya', 'wae', 'wati', 'mah', 'ngomongna', 'wkwkwkkw', 'wati', 'saha', 'wati', 'cendrawati', 'ajikk']",hahahhaha bokap nonton sidang tetiba komen aya aya wae wati mah ngomongna wkwkwkkw wati saha wati cendrawati ajikk
KPK Ungkap Ferdy Sambo Tak Serahkan Surat Kuasa Agar Harta Kekayaannya Dapat Ditelusuri,positif,"['kpk', 'ungkap', 'ferdy', 'sambo', 'tak', 'serahkan', 'surat', 'kuasa', 'agar', 'harta', 'kekayaannya', 'dapat', 'ditelusuri']","['kpk', 'serahkan', 'surat', 'kuasa', 'harta', 'kekayaannya', 'ditelusuri']","['kpk', 'serahkan', 'surat', 'kuasa', 'harta', 'kekayaannya', 'ditelusuri']","['kpk', 'serah', 'surat', 'kuasa', 'harta', 'kaya', 'telusur']",kpk serah surat kuasa harta kaya telusur
usut tuntas dugaan suap Ferdy Sambo Tandatangani Petisi lewat,positif,"['usut', 'tuntas', 'dugaan', 'suap', 'ferdy', 'sambo', 'tandatangani', 'petisi', 'lewat']","['usut', 'tuntas', 'dugaan', 'suap', 'tandatangani', 'petisi']","['usut', 'tuntas', 'dugaan', 'suap', 'tandatangani', 'petisi']","['usut', 'tuntas', 'duga', 'suap', 'tandatangani', 'petisi']",usut tuntas duga suap tandatangani petisi
Terkena Pasal Pidana Berat Irjen Sambo Layak Dipecat,negatif,"['terkena', 'pasal', 'pidana', 'berat', 'irjen', 'sambo', 'layak', 'dipecat']","['terkena', 'pasal', 'pidana', 'berat', 'irjen', 'layak', 'dipecat']","['terkena', 'pasal', 'pidana', 'berat', 'irjen', 'layak', 'dipecat']","['kena', 'pasal', 'pidana', 'berat', 'irjen', 'layak', 'pecat']",kena pasal pidana berat irjen layak pecat
Di Blitar walikotanya lucu lucu dulu Bpk samanhudi suka ngasih duit warga ternyata korupsi masuk penjara ternyata suka uang hanya kedokyang sekarang rampok sampe mulut lakban kok kyk Samboini rmh dinas nyimpen jt cash LGitu uang apa,negatif,"['di', 'blitar', 'walikotanya', 'lucu', 'lucu', 'dulu', 'bpk', 'samanhudi', 'suka', 'ngasih', 'duit', 'warga', 'ternyata', 'korupsi', 'masuk', 'penjara', 'ternyata', 'suka', 'uang', 'hanya', 'kedokyang', 'sekarang', 'rampok', 'sampe', 'mulut', 'lakban', 'kok', 'kyk', 'samboini', 'rmh', 'dinas', 'nyimpen', 'jt', 'cash', 'lgitu', 'uang', 'apa']","['blitar', 'walikotanya', 'lucu', 'lucu', 'bpk', 'samanhudi', 'suka', 'ngasih', 'duit', 'warga', 'korupsi', 'masuk', 'penjara', 'suka', 'uang', 'kedokyang', 'rampok', 'sampe', 'mulut', 'lakban', 'kyk', 'samboini', 'rmh', 'dinas', 'nyimpen', 'jt', 'cash', 'lgitu', 'uang']","['blitar', 'walikotanya', 'lucu', 'lucu', 'bpk', 'samanhudi', 'suka', 'ngasih', 'duit', 'warga', 'korupsi', 'masuk', 'penjara', 'suka', 'uang', 'kedokyang', 'rampok', 'sampe', 'mulut', 'lakban', 'kyk', 'samboini', 'rmh', 'dinas', 'nyimpen', 'jt', 'cash', 'lgitu', 'uang']","['blitar', 'walikotanya', 'lucu', 'lucu', 'bpk', 'samanhudi', 'suka', 'ngasih', 'duit', 'warga', 'korupsi', 'masuk', 'penjara', 'suka', 'uang', 'kedokyang', 'rampok', 'sampe', 'mulut', 'lakban', 'kyk', 'samboini', 'rmh', 'dinas', 'nyimpen', 'jt', 'cash', 'lgitu', 'uang']",blitar walikotanya lucu lucu bpk samanhudi suka ngasih duit warga korupsi masuk penjara suka uang kedokyang rampok sampe mulut lakban kyk samboini rmh dinas nyimpen jt cash lgitu uang
Istri sambo cerita sambil menangis,positif,"['istri', 'sambo', 'cerita', 'sambil', 'menangis']","['cerita', 'menangis']","['cerita', 'menangis']","['cerita', 'menang']",cerita menang
